,OBJECTID,SITE_NO,DEC_LAT_VA,DEC_LONG_V,LSElevFt,NHDStrmOrd,SiteType,WLElevFt,DTWFt,dtwBin,location,geometry_x,x,y,sim_top,sim_heads,model,WLm,DTWm,LSDm,sim_dtw_top,sim_dtw_lsd,dtw_res_top,dtw_res_lsd,res_wl_el,res_lsd,swgw,model_num,model_name
67,700,460006089431001,46.001617,-89.719595,1640.485596,1,GW,1617.575596,22.91,7,Hydroregion 7,POINT (486827.8101999983 2573131.9848),486827.8101999983,2573131.9847999997,498.8486313322435,494.5047221648733,huc_07050002_domain,493.0370416608,6.9829680000000005,500.02000966080004,4.343909167370214,1145.9808738351267,2.639058832629787,-1138.9979058351266,-1.4676805040732575,1141.6369646677565,1,23,huc_07050002_domain
68,701,460007089425201,46.001895,-89.714595,1639.960693,1,GW,1625.300693,14.66,6,Hydroregion 7,POINT (487212.7983000018 2573188.375),487212.79830000177,2573188.375,501.3288607176561,495.1133637946897,huc_07050002_domain,495.3916512264,4.468368,499.8600192264,6.215496922966395,1144.8473292053104,-1.7471289229663949,-1140.3789612053104,0.27828743171028236,1138.631832282344,1,23,huc_07050002_domain
69,702,460008089420101,46.002173,-89.700428,1629.363647,1,GW,1625.603647,3.76,4,Hydroregion 7,POINT (488307.3178000003 2573291.8573),488307.3178000003,2573291.8573000003,498.4788521839916,495.1558600346003,huc_07050002_domain,495.4839916056,1.146048,496.6300396056,3.3229921493912684,1134.2077869653995,-2.1769441493912685,-1133.0617389653994,0.3281315709996875,1130.8847948160083,1,23,huc_07050002_domain
70,703,460032089422001,46.008839,-89.705706,1641.404297,1,GW,1636.504297,4.9,4,Hydroregion 7,POINT (487849.8150999993 2574003.061100001),487849.8150999993,2574003.0611000005,496.1812593201893,494.61177758553663,huc_07050002_domain,498.8065097256,1.4935200000000002,500.30002972560004,1.5694817346526975,1146.7925194144634,-0.07596173465269729,-1145.2989994144634,4.1947321400633655,1145.2230376798107,1,23,huc_07050002_domain
71,704,460039089410401,46.010784,-89.684594,1639.698242,1,GW,1619.523242,20.175,7,Hydroregion 7,POINT (489469.3883000016 2574326.963300001),489469.3883000016,2574326.963300001,498.1470429552628,494.3230237191907,huc_07050002_domain,493.6306841616,6.1493400000000005,499.7800241616,3.824019236072104,1145.3752182808093,2.3253207639278966,-1139.2258782808094,-0.6923395575906852,1141.5511990447371,1,23,huc_07050002_domain
72,705,460039089431401,46.010784,-89.720707,1620.013184,1,GW,1616.883184,3.13,4,Hydroregion 7,POINT (486674.6136999987 2574141.4837),486674.6136999987,2574141.4836999997,493.0310476342339,492.5365758727121,huc_07050002_domain,492.8259944832,0.954024,493.7800184832,0.4944717615218224,1127.4766081272878,0.4595522384781776,-1126.522584127288,0.28941861048792816,1126.982136365766,1,23,huc_07050002_domain
73,706,460108089352001,46.01884,-89.589035,1658.989624,1,GW,1658.319624,0.67,1,Hydroregion 7,POINT (496804.1680999994 2575714.9252),496804.1680999994,2575714.9252000004,511.7593756417258,501.81506711084944,huc_07050002_domain,505.4558213952,0.204216,505.66003739520005,9.944308530876356,1157.1745568891506,-9.740092530876355,-1156.9703408891505,3.640754284350578,1147.2302483582744,1,23,huc_07050002_domain
74,708,460114089352001,46.020506,-89.589035,1654.724487,1,GW,1654.174487,0.55,1,Hydroregion 7,POINT (496791.6963 2575899.480799999),496791.69629999995,2575899.480799999,511.9481406888124,501.67870285960504,huc_07050002_domain,504.1923836376,0.16764,504.3600236376,10.269437829207334,1153.045784140395,-10.101797829207333,-1152.878144140395,2.5136807779949777,1142.7763463111876,1,23,huc_07050002_domain
75,711,460202089590201,46.033838,-89.984048,1596.358398,3,GW,1577.673398,18.685,6,Hydroregion 7,POINT (466130.4618999995 2575374.6611),466130.46189999953,2575374.6611,481.65815329897197,480.0485976596617,huc_07050002_domain,480.8748517104,5.695188,486.57003971040007,1.6095556393102584,1116.3098003403384,4.085632360689742,-1110.6146123403385,0.826254050738271,1114.7002447010282,1,23,huc_07050002_domain
76,715,460238089415601,46.043839,-89.69904,1649.212646,3,GW,1620.59217,28.620476,7,Hydroregion 7,POINT (488108.3731000014 2577913.2114),488108.37310000136,2577913.2114000004,503.1045434494874,495.0588809628085,huc_07050002_domain,493.956493416,8.7235210848,502.6800145008,8.045662486678907,1154.1537650371915,0.6778585981210927,-1145.4302439523915,-1.1023875468084725,1146.1081025505125,1,23,huc_07050002_domain
77,716,460340089384301,46.061061,-89.645427,1618.339966,1,GW,1617.719966,0.62,1,Hydroregion 7,POINT (492127.6517000012 2580096.7422),492127.6517000012,2580096.7422,494.04046918355897,492.69215996072586,huc_07050002_domain,493.08104563680007,0.188976,493.27002163680004,1.3483092228331088,1125.6478060392742,-1.1593332228331088,-1125.4588300392743,0.3888856760742101,1124.299496816441,1,23,huc_07050002_domain
78,717,460345089331201,46.062451,-89.553479,1679.133911,1,GW,1678.963911,0.17,1,Hydroregion 7,POINT (499227.2208999991 2580730.1296),499227.22089999914,2580730.1295999996,516.6874536965393,509.671554127886,huc_07050002_domain,511.74820007280005,0.05181600000000001,511.8000160728,7.0158995686532535,1169.462356872114,-6.964083568653254,-1169.410540872114,2.0766459449140484,1162.4464573034606,1,23,huc_07050002_domain
79,718,460345089331801,46.062451,-89.555146,1675.820313,1,GW,1671.750313,4.07,4,Hydroregion 7,POINT (499098.3453000002 2580721.374700001),499098.34530000016,2580721.3747000005,514.2380297802015,509.5657033042652,huc_07050002_domain,509.54949540240005,1.240536,510.7900314024,4.672326475936302,1166.2546096957349,-3.431790475936302,-1165.0140736957349,-0.01620790186512977,1161.5822832197985,1,23,huc_07050002_domain
80,719,460346089384001,46.062728,-89.644594,1617.19165,1,GW,1616.42165,0.77,1,Hydroregion 7,POINT (492179.7325000018 2580285.5995),492179.7325000018,2580285.5995000005,496.0881874492204,492.98041013699617,huc_07050002_domain,492.68531892000004,0.23469600000000002,492.92001492,3.1077773122242434,1124.2112398630038,-2.8730813122242433,-1123.9765438630038,-0.29509121699612706,1121.1034625507796,1,23,huc_07050002_domain
81,720,460350089331101,46.063839,-89.553201,1674.179932,1,GW,1674.019932,0.16,1,Hydroregion 7,POINT (499238.2501999997 2580885.362600001),499238.25019999966,2580885.3626000006,515.5701517346671,509.430401361924,huc_07050002_domain,510.2412752736,0.048768000000000006,510.2900432736,6.139750372743094,1164.749530638076,-6.0909823727430945,-1164.700762638076,0.8108739116760262,1158.609780265333,1,23,huc_07050002_domain
82,721,460408089315401,46.068839,-89.531812,1685.236328,1,GW,1683.326328,1.91,2,Hydroregion 7,POINT (500854.3619000018 2581551.491900001),500854.36190000176,2581551.4919000007,512.397768316651,508.930663801815,huc_07050002_domain,513.0778647744,0.582168,513.6600327744001,3.4671045148359667,1176.305664198185,-2.8849365148359665,-1175.723496198185,4.14720097258504,1172.838559683349,1,23,huc_07050002_domain
83,722,460421089462801,46.07245,-89.774598,1620.24292,3,GW,1617.004587,3.238333,4,Hydroregion 7,POINT (482055.7501999997 2580695.7116),482055.75019999966,2580695.7116,493.6773191872248,493.20377381227524,huc_07050002_domain,492.8629981176,0.9870438984000001,493.850042016,0.47354537494953775,1127.0391461877248,0.5134985234504623,-1126.0521022893247,-0.34077569467524427,1126.565600812775,1,23,huc_07050002_domain
84,723,460453089362201,46.081339,-89.606259,1658.4646,1,GW,1629.029336,29.435263,7,Hydroregion 7,POINT (495005.1354999989 2582545.3387),495005.1354999989,2582545.3387,505.6382350777034,501.816679745012,huc_07050002_domain,496.5281416128,8.9718681624,505.50001008000004,3.821555332691446,1156.647920254988,5.150312829708554,-1147.6760520925882,-5.288538132211954,1152.8263649222965,1,23,huc_07050002_domain
85,725,460537089481801,46.093561,-89.805155,1615.420044,1,GW,1611.791294,3.62875,4,Hydroregion 7,POINT (479540.3869999982 2582878.730900001),479540.38699999824,2582878.730900001,492.81441629359716,491.43638821704707,huc_07050002_domain,491.27398641120004,1.106043,492.38002941120004,1.3780280765500947,1123.9836557829528,-0.27198507655009463,-1122.8776127829528,-0.16240180584702557,1122.6056277064029,1,23,huc_07050002_domain
86,726,460540089542801,46.094394,-89.907936,1608.661499,1,GW,1604.326499,4.335,4,Hydroregion 7,POINT (471589.2575999983 2582456.622300001),471589.25759999827,2582456.622300001,486.65915265711516,485.6165354555673,huc_07050002_domain,488.9987168952,1.3213080000000001,490.32002489520005,1.0426172015478414,1123.0449635444327,0.2786907984521587,-1121.7236555444326,3.3821814396326886,1122.002346342885,1,23,huc_07050002_domain
87,727,460540089542802,46.094394,-89.907936,1608.661499,1,GW,1603.959832,4.701667,4,Hydroregion 7,POINT (471589.2575999983 2582456.622300001),471589.25759999827,2582456.622300001,486.65915265711516,485.6165354555673,huc_07050002_domain,488.8869567936,1.4330681016,490.32002489520005,1.0426172015478414,1123.0449635444327,0.39045090005215854,-1121.6118954428327,3.2704213380326905,1122.002346342885,1,23,huc_07050002_domain
88,730,460628089482001,46.107727,-89.805711,1623.950195,3,GW,1611.132695,12.8175,6,Hydroregion 7,POINT (479395.0311000012 2584444.5385),479395.0311000012,2584444.5385,495.4310931367905,491.5087537624291,huc_07050002_domain,491.07324543600004,3.9067740000000004,494.980019436,3.9223393743613997,1132.4414412375709,-0.015565374361399265,-1128.5346672375708,-0.43550832642904425,1128.5191018632095,1,23,huc_07050002_domain
89,731,460646089314101,46.112728,-89.528202,1679.658936,2,GW,1661.658936,18.0,6,Hydroregion 7,POINT (500802.0879999995 2586429.308599999),500802.0879999995,2586429.308599999,514.578247033307,502.03263285857514,huc_07050002_domain,506.4736436928,5.486400000000001,511.9600436928,12.545614174731838,1177.6263031414248,-7.059214174731838,-1172.1399031414248,4.441010834224869,1165.080688966693,1,23,huc_07050002_domain
90,732,460651089415701,46.114116,-89.699319,1640.059082,3,GW,1622.208556,17.850526,6,Hydroregion 7,POINT (487570.1110999994 2585693.207900001),487570.1110999994,2585693.2079000007,504.4337415558312,494.1397510428025,huc_07050002_domain,494.44916786880003,5.4408403248,499.8900081936,10.293990513028689,1145.9193309571974,-4.853150188228689,-1140.4784906323973,0.3094168259975163,1135.6253404441688,1,23,huc_07050002_domain
91,735,460738089263401,46.127172,-89.442921,1724.212646,1,GW,1713.541313,10.671333,6,Hydroregion 7,POINT (507280.3588999994 2588480.5568),507280.3588999994,2588480.5568000004,525.4373585193093,521.3789021685018,huc_07050002_domain,522.2873922024,3.2526222984000004,525.5400145008,4.058456350807546,1202.8337438314982,-0.8058340524075458,-1199.5811215330982,0.9084900338982607,1198.7752874806906,1,23,huc_07050002_domain
92,738,460853089544401,46.148005,-89.912382,1611.417358,4,GW,1599.24999,12.167368,6,Hydroregion 7,POINT (470864.7963000014 2588370.793299999),470864.79630000144,2588370.793299999,490.41292218733736,488.49310650601427,huc_07050002_domain,487.45139695200004,3.7086137664,491.1600107184,1.9198156813230867,1122.9242514939856,1.7887980850769134,-1119.2156377275855,-1.0417095540142327,1121.0044358126625,1,23,huc_07050002_domain
93,739,460914089374201,46.153838,-89.628484,1671.883301,1,GW,1655.351396,16.531905,6,Hydroregion 7,POINT (492748.1620000005 2590455.969599999),492748.1620000005,2590455.9695999995,509.61323365375375,504.27434561365635,huc_07050002_domain,504.5511055008,5.038924644,509.59003014480004,5.338888040097402,1167.6089553863437,-0.29996339609740197,-1162.5700307423438,0.27675988714366895,1162.2700673462464,1,23,huc_07050002_domain
94,740,460921089400601,46.155783,-89.668485,1656.922607,1,GW,1638.922607,18.0,6,Hydroregion 7,POINT (489644.8355999999 2590464.454700001),489644.8355999999,2590464.4547000006,501.8073031073784,500.5638968471043,huc_07050002_domain,499.54361061360004,5.486400000000001,505.03001061360004,1.2434062602741278,1156.3587101528956,4.242993739725873,-1150.8723101528956,-1.0202862335042369,1155.1153038926216,1,23,huc_07050002_domain
95,741,460953089412001,46.164672,-89.689042,1664.402954,1,GW,1636.152954,28.25,7,Hydroregion 7,POINT (487992.0111999996 2591342.6896),487992.0111999996,2591342.6896,508.123018708367,499.3034349593828,huc_07050002_domain,498.6994203792,8.6106,507.3100203792,8.8195837489842,1165.099519040617,-0.2089837489842008,-1156.488919040617,-0.6040145801828203,1156.279935291633,1,23,huc_07050002_domain
96,743,461011089314201,46.169672,-89.528481,1645.177246,1,GW,1642.500024,2.677222,3,Hydroregion 7,POINT (500350.6301000006 2592731.0557),500350.63010000065,2592731.0557000004,509.99800004713364,,huc_07050002_domain,500.6340073152,0.8160172656,501.4500245808,,,,,,1135.1792459528663,1,23,huc_07050002_domain
97,744,461042089471401,46.178283,-89.787379,1654.035522,1,GW,1630.012745,24.022778,7,Hydroregion 7,POINT (480300.4367000014 2592348.425000001),480300.43670000136,2592348.4250000007,500.2842405794303,496.9087825772253,huc_07050002_domain,496.827884676,7.3221427344,504.1500271056,3.3754580022049936,1157.1267394227746,3.9466847321950063,-1149.8045966883747,-0.08089790122528484,1153.7512814205697,1,23,huc_07050002_domain
98,752,461436089501301,46.243282,-89.837104,1658.56311,2,GW,1656.17811,2.385,3,Hydroregion 7,POINT (475994.3313999996 2599293.1709),475994.33139999956,2599293.1709000003,507.09865182749604,500.30787496791214,huc_07050002_domain,504.803087928,0.7269479999999999,505.530035928,6.7907768595839,1158.255235032088,-6.0638288595839,-1157.528287032088,4.495212960087883,1151.464458172504,1,23,huc_07050002_domain
99,753,461436089501302,46.243282,-89.837104,1658.56311,2,GW,1655.749221,2.813889,3,Hydroregion 7,POINT (475994.3313999996 2599293.1709),475994.33139999956,2599293.1709000003,507.09865182749604,500.30787496791214,huc_07050002_domain,504.6723625608,0.8576733672000001,505.530035928,6.7907768595839,1158.255235032088,-5.9331034923839,-1157.397561664888,4.364487592887883,1151.464458172504,1,23,huc_07050002_domain
100,617,453026089335720,45.507183,-89.565965,1518.897705,1,GW,1517.05309,1.844615,2,Hydroregion 7,POINT (502433.5975000001 2519139.016799999),502433.59750000015,2519139.0167999994,463.77423600406024,458.7597378511903,huc_07070001_domain,462.3977818320001,0.562238652,462.96002048400004,5.014498152869919,1060.1379671488098,-4.4522595008699195,-1059.57572849681,3.638043980809755,1055.12346899594,0,24,huc_07070001_domain
101,618,453036089341520,45.509961,-89.570966,1520.636597,1,GW,1517.326597,3.31,4,Hydroregion 7,POINT (502022.8506999984 2519420.621200001),502022.85069999844,2519420.621200001,464.498067063265,459.3420921256047,huc_07070001_domain,462.48114676560004,1.008888,463.4900347656,5.1559749376602895,1061.2945048743952,-4.14708693766029,-1060.2856168743951,3.1390546399953223,1056.1385299367348,0,24,huc_07070001_domain
102,619,453047089340421,45.513016,-89.56791,1534.678589,1,GW,1532.340732,2.337857,3,Hydroregion 7,POINT (502238.1213000007 2519775.5539),502238.1213000007,2519775.5538999997,468.580813562342,459.6517070159592,huc_07070001_domain,467.0574551136,0.7125788136000001,467.7700339272001,8.929106546382798,1075.026881984041,-8.216527732782797,-1074.314303170441,7.40574809764081,1066.0977754376581,0,24,huc_07070001_domain
103,620,453047089340423,45.513016,-89.56791,1534.678589,1,GW,1531.92716,2.751429,3,Hydroregion 7,POINT (502238.1213000007 2519775.5539),502238.1213000007,2519775.5538999997,468.580813562342,459.6517070159592,huc_07070001_domain,466.93139836800003,0.8386355592,467.7700339272001,8.929106546382798,1075.026881984041,-8.090470987182798,-1074.188246424841,7.279691352040857,1066.0977754376581,0,24,huc_07070001_domain
104,621,453055089343120,45.515238,-89.575411,1523.294067,1,GW,1522.348353,0.945714,1,Hydroregion 7,POINT (501636.6759000011 2519982.376700001),501636.6759000011,2519982.376700001,464.4274519030864,459.41797813415326,huc_07070001_domain,464.01177799440006,0.28825362720000003,464.30003162160006,5.009473768933162,1063.8760888658467,-4.721220141733163,-1063.5878352386467,4.593799860246804,1058.8666150969136,0,24,huc_07070001_domain
105,622,453056089343611,45.515516,-89.576799,1544.553833,1,GW,1510.6905,33.863333,8,Hydroregion 7,POINT (501526.3053000011 2520005.8528),501526.30530000106,2520005.8528000005,467.065369139878,459.3640938583108,huc_07070001_domain,460.4584644,10.3215438984,470.7800082984,7.7012752815671774,1085.1897391416892,2.6202686168328224,-1074.8681952432892,1.0943705416892158,1077.488463860122,0,24,huc_07070001_domain
106,633,455021089401604,45.83912,-89.671256,1597.408203,1,GW,1588.198203,9.21,5,Hydroregion 7,POINT (491769.7840999998 2555380.521299999),491769.7840999998,2555380.521299999,489.1565065435094,484.1998194637514,huc_07070001_domain,484.0828122744,2.8072080000000006,486.8900202744,4.956687079758012,1113.2083835362487,-2.1494790797580117,-1110.4011755362487,-0.11700718935139776,1108.2516964564907,0,24,huc_07070001_domain
107,634,455021089401605,45.83912,-89.671256,1597.408203,1,GW,1594.638203,2.77,3,Hydroregion 7,POINT (491769.7840999998 2555380.521299999),491769.7840999998,2555380.521299999,489.1565065435094,484.1998194637514,huc_07070001_domain,486.0457242744,0.844296,486.8900202744,4.956687079758012,1113.2083835362487,-4.112391079758012,-1112.3640875362487,1.8459048106486193,1108.2516964564907,0,24,huc_07070001_domain
108,635,455120089405301,45.855509,-89.681535,1588.287476,1,GW,1586.747476,1.54,2,Hydroregion 7,POINT (490851.3779000007 2557143.1469),490851.37790000066,2557143.1469,484.0400085449219,484.04315728689875,huc_07070001_domain,483.64063068480004,0.46939200000000003,484.1100226848,-0.0031487419768723157,1104.2443187131012,0.47254074197687235,-1103.7749267131012,-0.4025266020987033,1104.247467455078,0,24,huc_07070001_domain
109,636,455120089405302,45.855509,-89.681535,1588.287476,1,GW,1586.337476,1.95,2,Hydroregion 7,POINT (490851.3779000007 2557143.1469),490851.37790000066,2557143.1469,484.0400085449219,484.04315728689875,huc_07070001_domain,483.5156626848,0.59436,484.1100226848,-0.0031487419768723157,1104.2443187131012,0.5975087419768723,-1103.6499587131011,-0.5274946020987272,1104.247467455078,0,24,huc_07070001_domain
110,637,455307089133201,45.885233,-89.225686,1629.297974,2,GW,1624.606307,4.691667,4,Hydroregion 7,POINT (525971.0351999998 2562874.352299999),525971.0351999998,2562874.3522999994,503.0791312508503,495.54869934965336,huc_07070001_domain,495.1800023736,1.4300201016,496.6100224752,7.530431901196948,1133.7492746503467,-6.100411799596948,-1132.3192545487468,-0.36869697605334295,1126.2188427491496,0,24,huc_07070001_domain
111,638,455420089062201,45.905512,-89.10624,1658.759888,3,GW,1642.026204,16.733684,6,Hydroregion 7,POINT (535065.7837999985 2565786.842),535065.7837999985,2565786.842,503.48093330977906,501.33667026816124,huc_07070001_domain,500.48958697920006,5.1004268832,505.59001386240004,2.144263041617819,1157.4232177318388,2.956163841582181,-1152.3227908486388,-0.847083288961187,1155.2789546902209,0,24,huc_07070001_domain
112,639,455506089320401,45.918285,-89.534587,1621.06311,3,GW,1589.151682,31.911429,8,Hydroregion 7,POINT (501775.8328000009 2564864.7777),501775.8328000009,2564864.7776999995,487.73560886308184,484.9759946912607,huc_07070001_domain,484.3734326736,9.726603559199999,494.10003592800007,2.759614171821113,1136.0871153087394,6.966989387378886,-1126.3605117495395,-0.6025620176607163,1133.3275011369183,0,24,huc_07070001_domain
113,640,455535089424301,45.926341,-89.712093,1635.006592,1,GW,1600.907703,34.098889,8,Hydroregion 7,POINT (487960.9644999988 2564832.729),487960.96449999884,2564832.7290000003,498.32829405168417,490.0836662224356,huc_07070001_domain,487.95666787440007,10.3933413672,498.3500092416,8.244627829248543,1144.9229257775644,2.1487135379514566,-1134.5295844103644,-2.1269983480355563,1136.6782979483157,0,24,huc_07070001_domain
114,641,455535089424302,45.926341,-89.712093,1635.006592,1,GW,1600.641886,34.364706,8,Hydroregion 7,POINT (487960.9644999988 2564832.729),487960.96449999884,2564832.7290000003,498.32829405168417,490.0836662224356,huc_07070001_domain,487.87564685280006,10.4743623888,498.3500092416,8.244627829248543,1144.9229257775644,2.2297345595514564,-1134.4485633887643,-2.208019369635565,1136.6782979483157,0,24,huc_07070001_domain
115,642,455558089252501,45.93273,-89.42375,1651.082764,1,GW,1645.082764,6.0,5,Hydroregion 7,POINT (510253.3077000007 2567054.780200001),510253.3077000007,2567054.780200001,494.96277573583825,492.8311397405831,huc_07070001_domain,501.42122646720003,1.8288000000000002,503.25002646720003,2.131635995255124,1158.251624259417,-0.3028359952551236,-1156.422824259417,8.590086726616903,1156.1199882641617,0,24,huc_07070001_domain
116,643,455558089252502,45.93273,-89.42375,1651.082764,1,GW,1644.798389,6.284375,5,Hydroregion 7,POINT (510253.3077000007 2567054.780200001),510253.3077000007,2567054.780200001,494.96277573583825,492.8311397405831,huc_07070001_domain,501.3345489672,1.9154775,503.25002646720003,2.131635995255124,1158.251624259417,-0.21615849525512387,-1156.336146759417,8.503409226616895,1156.1199882641617,0,24,huc_07070001_domain
117,644,455558089252503,45.93273,-89.42375,1651.082764,1,GW,1644.743389,6.339375,5,Hydroregion 7,POINT (510253.3077000007 2567054.780200001),510253.3077000007,2567054.780200001,494.96277573583825,492.8311397405831,huc_07070001_domain,501.3177849672,1.9322415000000002,503.25002646720003,2.131635995255124,1158.251624259417,-0.19939449525512365,-1156.319382759417,8.486645226616872,1156.1199882641617,0,24,huc_07070001_domain
118,645,455630089160501,45.94162,-89.268189,1657.513184,3,GW,1642.740406,14.772778,6,Hydroregion 7,POINT (522233.509300001 2568884.3004),522233.50930000097,2568884.3004,494.83573791044523,493.55704486105196,huc_07070001_domain,500.7072757488,4.502742734400001,505.2100184832,1.2786930493932687,1163.956139138948,3.224049685006732,-1159.453396404548,7.150230887748023,1162.6774460895547,0,24,huc_07070001_domain
119,646,455630089160502,45.94162,-89.268189,1657.513184,3,GW,1642.569066,14.944118,6,Hydroregion 7,POINT (522233.509300001 2568884.3004),522233.50930000097,2568884.3004,494.83573791044523,493.55704486105196,huc_07070001_domain,500.65505131680004,4.5549671664,505.2100184832,1.2786930493932687,1163.956139138948,3.2762741170067313,-1159.401171972548,7.098006455748077,1162.6774460895547,0,24,huc_07070001_domain
120,647,455659089070901,45.949678,-89.119297,1689.829468,2,GW,1671.260644,18.568824,6,Hydroregion 7,POINT (533699.4195999987 2570603.647600001),533699.4195999987,2570603.6476000007,522.1166528464099,508.1853652701746,huc_07070001_domain,509.4002442912,5.6597775552,515.0600218464,13.93128757623532,1181.6441027298254,-8.27151002103532,-1175.9843251746254,1.2148790210254106,1167.7128151535899,0,24,huc_07070001_domain
121,648,455710089384501,45.952729,-89.64598,1639.468628,1,GW,1619.511961,19.956667,6,Hydroregion 7,POINT (492888.1986000016 2568096.8609),492888.19860000163,2568096.8608999997,500.99452739894366,499.5398009365598,huc_07070001_domain,493.6272457128,6.0827921016,499.71003781440004,1.45472646238386,1139.9288270634402,4.62806563921614,-1133.8460349618401,-5.912555223759796,1138.4741006010563,0,24,huc_07070001_domain
122,649,455806089033701,45.968289,-89.060408,1729.954102,1,GW,1713.637631,16.316471,6,Hydroregion 7,POINT (538108.3418999985 2572996.281400001),538108.3418999985,2572996.2814000007,533.6042032833728,527.3905005745938,huc_07070001_domain,522.3167499288,4.9732603608,527.2900102896,6.21370270877901,1202.563601425406,-1.2404423479790099,-1197.590341064606,-5.07375064579378,1196.3498987166272,0,24,huc_07070001_domain
123,651,455827089093701,45.974121,-89.16041,1654.88855,1,GW,1643.720772,11.167778,6,Hydroregion 7,POINT (530320.941300001 2573079.780300001),530320.941300001,2573079.7803000007,504.2155555364941,499.4680732971269,huc_07070001_domain,501.00609130559997,3.4039387344,504.41003004,4.747482239367173,1155.420476702873,-1.343543504967173,-1152.016537968473,1.5380180084730455,1150.6729944635058,0,24,huc_07070001_domain
124,652,455842089411423,45.978284,-89.687371,1641.666748,1,GW,1631.770081,9.896667,5,Hydroregion 7,POINT (489493.9037999995 2570713.337099999),489493.9037999995,2570713.337099999,500.76370464091957,505.23905737473996,huc_07070001_domain,497.3635206888,3.0165041016000003,500.38002479040006,-4.475352733820387,1136.42769062526,7.491856835420387,-1133.41118652366,-7.875536685939949,1140.9030433590806,0,24,huc_07070001_domain
125,653,455846089405920,45.979396,-89.683205,1633.759888,1,GW,1632.289173,1.470714,2,Hydroregion 7,POINT (489808.3377999999 2570857.866),489808.33779999986,2570857.8660000004,507.9716178584374,506.2347258444651,huc_07070001_domain,497.5217399304,0.4482736272,497.97001386240004,1.7368920139722945,1127.5251621555349,-1.2886183867722945,-1127.0768885283348,-8.712985914065143,1125.7882701415626,0,24,huc_07070001_domain
126,654,455858089430101,45.982729,-89.717095,1635.367554,1,GW,1615.977554,19.39,6,Hydroregion 7,POINT (487159.8660999984 2571052.8331),487159.86609999835,2571052.8331000004,502.748417692049,496.0487212122241,huc_07070001_domain,492.5499584592,5.910072,498.4600304592,6.6996964798248655,1139.3188327877758,-0.789624479824865,-1133.408760787776,-3.4987627530240957,1132.619136307951,0,24,huc_07070001_domain
127,655,455901089412020,45.983562,-89.689038,1645.472534,1,GW,1643.078248,2.394286,3,Hydroregion 7,POINT (489325.9684000015 2571289.2788),489325.9684000015,2571289.2787999995,497.7349904091299,505.87177227832467,huc_07070001_domain,500.81024999040005,0.7297783728000001,501.5400283632,-8.136781869194749,1139.6007617216753,8.86656024199475,-1138.8709833488754,-5.061522287924618,1147.73754359087,0,24,huc_07070001_domain
128,656,455903089404723,45.984118,-89.679871,1629.494873,1,GW,1625.88154,3.613333,4,Hydroregion 7,POINT (490031.5938000008 2571398.0449),490031.59380000085,2571398.0449,504.2766287537114,507.2995037811276,huc_07070001_domain,495.56869339200006,1.1013438984000001,496.67003729040005,-3.0228750274162053,1122.1953692188724,4.124218925816205,-1121.0940253204724,-11.730810389127555,1125.2182442462886,0,24,huc_07070001_domain
129,657,455904089404711,45.984395,-89.679871,1629.560425,1,GW,1626.84105,2.719375,3,Hydroregion 7,POINT (490029.5443000011 2571428.808900001),490029.5443000011,2571428.8089000005,504.0991961815276,507.3192531244642,huc_07070001_domain,495.86115204000004,0.8288655,496.69001754,-3.220056942936594,1122.2411718755357,4.048922442936594,-1121.4123063755358,-11.458101084464147,1125.4612288184724,0,24,huc_07070001_domain
130,658,455910089410120,45.986062,-89.68376,1631.72583,1,GW,1630.673687,1.052143,2,Hydroregion 7,POINT (489716.1642000005 2571593.344799999),489716.16420000046,2571593.344799999,498.87341547049897,506.2995255373416,huc_07070001_domain,497.0293397976,0.32069318640000005,497.35003298400005,-7.426110066842625,1125.4263044626584,7.746803253242625,-1125.1056112762585,-9.270185739741578,1132.8524145295012,0,24,huc_07070001_domain
131,659,455911089421501,45.98634,-89.704317,1631.922607,1,GW,1625.892607,6.03,5,Hydroregion 7,POINT (488122.6689000018 2571518.346000001),488122.6689000018,2571518.346000001,503.9207240570613,499.5759722843646,huc_07070001_domain,495.57206661360004,1.8379440000000002,497.41001061360004,4.344751772696725,1132.3466347156354,-2.5068077726967246,-1130.5086907156353,-4.003905670764539,1128.0018829429387,0,24,huc_07070001_domain
132,660,455911089430101,45.98634,-89.717095,1640.255981,1,GW,1628.355981,11.9,6,Hydroregion 7,POINT (487133.3794 2571452.7751),487133.3794,2571452.7751,504.29917237058044,496.89970441254115,huc_07070001_domain,496.3229030088,3.62712,499.95002300880003,7.399467958039281,1143.356276587459,-3.772347958039281,-1139.7291565874589,-0.5768014037411717,1135.9568086294196,0,24,huc_07070001_domain
133,661,455933089231301,45.992455,-89.141521,1632.677246,1,GW,1615.493913,17.183333,6,Hydroregion 7,POINT (531636.2382000014 2575215.0079),531636.2382000014,2575215.0078999996,497.7367393996495,497.7776990381641,huc_07070001_domain,492.40254468240005,5.2374798984,497.6400245808,-0.04095963851460738,1134.8995469618358,5.2784395369146075,-1129.6620670634359,-5.375154355764039,1134.9405066003505,0,24,huc_07070001_domain
134,663,455938089424001,45.99384,-89.711261,1656.955444,1,GW,1636.375444,20.58,7,Hydroregion 7,POINT (487529.9516999982 2572313.326199999),487529.95169999823,2572313.326199999,511.1537871231669,,huc_07070001_domain,498.7672353312,6.272784,505.0400193312,,,,,,1145.801656876833,0,24,huc_07070001_domain
