,OBJECTID,SITE_NO,DEC_LAT_VA,DEC_LONG_V,LSElevFt,NHDStrmOrd,SiteType,WLElevFt,DTWFt,dtwBin,location,geometry_x,x,y,sim_top,sim_heads,model,WLm,DTWm,LSDm,sim_dtw_top,sim_dtw_lsd,dtw_res_top,dtw_res_lsd,res_wl_el,res_lsd,swgw,model_num,model_name
272,367,415713088284701,41.953611,-88.479833,939.43573,1,GW,929.507952,9.927778,5,Hydroregion 7,POINT (618420.6381999999 2130204.273800001),618420.6381999999,2130204.2738000005,290.89086327873457,,huc_07090006_domain,283.31402376960006,3.0259867344,286.340010504,,,,,,648.5448667212654,1,27,huc_07090006_domain
273,423,421056088380801,42.182222,-88.635556,809.38324,4,GW,801.47949,7.90375,5,Hydroregion 7,POINT (603661.1479999982 2154695.5791),603661.1479999982,2154695.5790999997,246.80298634551215,244.90058584868845,huc_07090006_domain,244.29094855200003,2.409063,246.700011552,1.9024004968237023,564.4826541513115,0.5066625031762979,-562.0735911513116,-0.6096372966884189,562.5802536544878,1,27,huc_07090006_domain
274,430,421432088503001,42.242244,-88.841767,818.241516,2,GW,812.401516,5.84,5,Hydroregion 7,POINT (586285.4030000009 2160097.391000001),586285.4030000009,2160097.3910000008,251.482581975588,239.1977521852353,huc_07090006_domain,247.61998207680003,1.780032,249.40001407680003,12.284829790352717,579.0437638147648,-10.504797790352717,-577.2637318147648,8.42222989156474,566.758934024412,1,27,huc_07090006_domain
275,431,421432088503002,42.242244,-88.841767,818.241516,2,GW,811.901516,6.34,5,Hydroregion 7,POINT (586285.4030000009 2160097.391000001),586285.4030000009,2160097.3910000008,251.482581975588,239.1977521852353,huc_07090006_domain,247.46758207680003,1.9324320000000001,249.40001407680003,12.284829790352717,579.0437638147648,-10.352397790352716,-577.1113318147649,8.26982989156474,566.758934024412,1,27,huc_07090006_domain
276,432,421506088550001,42.251667,-88.916389,733.366211,5,GW,729.516211,3.85,4,Hydroregion 7,POINT (580106.4836000018 2160690.261499999),580106.4836000018,2160690.261499999,224.77178485795093,224.1490999092694,huc_07090006_domain,222.35654111280002,1.17348,223.53002111280003,0.622684948681524,509.2171110907306,0.5507950513184761,-508.0436310907306,-1.7925587964693932,508.5944261420491,1,27,huc_07090006_domain
277,433,421506088550002,42.251667,-88.916389,733.366211,5,GW,729.405544,3.960667,4,Hydroregion 7,POINT (580106.4836000018 2160690.261499999),580106.4836000018,2160690.261499999,224.77178485795093,224.1490999092694,huc_07090006_domain,222.3228098112,1.2072113016000001,223.53002111280003,0.622684948681524,509.2171110907306,0.5845263529184761,-508.0098997891306,-1.8262900980694212,508.5944261420491,1,27,huc_07090006_domain
278,435,421528088502601,42.257799,-88.840656,771.259888,5,GW,756.699888,14.56,6,Hydroregion 7,POINT (586245.2782999985 2161838.819700001),586245.2782999985,2161838.819700001,238.75712822662726,231.0814370069471,huc_07090006_domain,230.6421258624,4.437888,235.08001386240002,7.675691219680147,540.1784509930529,-3.2378032196801465,-535.7405629930529,-0.43931114454710496,532.5027597733728,1,27,huc_07090006_domain
279,436,421530088502801,42.258354,-88.841212,761.318909,5,GW,751.063909,10.255,6,Hydroregion 7,POINT (586195.1950000003 2161897.341),586195.1950000003,2161897.341,236.95993081891942,230.72055333918064,huc_07090006_domain,228.9242794632,3.1257240000000004,232.0500034632,6.239377479738778,530.5983556608194,-3.1136534797387774,-527.4726316608194,-1.7962738759806314,524.3589781810806,1,27,huc_07090006_domain
280,437,421531088502201,42.258632,-88.839545,762.04071,5,GW,751.64071,10.4,6,Hydroregion 7,POINT (586329.0755000003 2161938.598099999),586329.0755000003,2161938.598099999,237.95823146473884,230.92441617386973,huc_07090006_domain,229.100088408,3.1699200000000003,232.270008408,7.033815290869114,531.1162938261302,-3.863895290869114,-527.9463738261302,-1.8243277658697252,524.0824785352611,1,27,huc_07090006_domain
281,438,421533088421801,42.259167,-88.705,780.380615,2,GW,775.275352,5.105263,5,Hydroregion 7,POINT (597320.1620000005 2162836.0865),597320.1620000005,2162836.0865,236.51654915097004,236.496418134996,huc_07090006_domain,236.3039272896,1.5560841624000001,237.860011452,0.02013101597404443,543.884196865004,1.5359531464259557,-542.328112702604,-0.19249084539598016,543.86406584903,1,27,huc_07090006_domain
282,439,421534088501601,42.259465,-88.837878,764.862244,5,GW,754.417244,10.445,6,Hydroregion 7,POINT (586458.2760000005 2162041.806),586458.2760000005,2162041.806,237.77375182515829,230.80205978447526,huc_07090006_domain,229.9463759712,3.1836360000000004,233.13001197120002,6.971692040683024,534.0601842155247,-3.7880560406830237,-530.8765482155247,-0.8556838132752489,527.0884921748418,1,27,huc_07090006_domain
283,440,421536088502001,42.260021,-88.839267,759.940979,5,GW,756.210979,3.73,4,Hydroregion 7,POINT (586340.0843000002 2162095.183499999),586340.0843000002,2162095.1834999993,235.26326614854082,230.36323646526978,huc_07090006_domain,230.4931063992,1.1369040000000001,231.6300103992,4.900029683271043,529.5777425347302,-3.763125683271043,-528.4408385347302,0.12986993393022317,524.6777128514591,1,27,huc_07090006_domain
284,442,421555088520901,42.265299,-88.869268,766.240173,5,GW,737.940173,28.3,7,Hydroregion 7,POINT (583843.9180999994 2162498.978399999),583843.9180999994,2162498.9783999994,234.94037244514527,228.84779823133988,huc_07090006_domain,224.9241647304,8.62584,233.55000473040002,6.092574213805392,537.3923747686601,2.533265786194608,-528.7665347686601,-3.9236335009398715,531.2998005548548,1,27,huc_07090006_domain
285,443,421602088501101,42.267521,-88.836212,783.333374,5,GW,767.453374,15.88,6,Hydroregion 7,POINT (586526.6374000013 2162950.340299999),586526.6374000013,2162950.3402999993,234.49188590847268,229.79383790867968,huc_07090006_domain,233.91978839520002,4.840224,238.76001239520002,4.698047999793005,553.5395360913203,0.1421760002069954,-548.6993120913203,4.125950486520338,548.8414880915274,1,27,huc_07090006_domain
286,444,421607088500901,42.26891,-88.835656,783.891113,5,GW,769.361113,14.53,6,Hydroregion 7,POINT (586560.3376000002 2163108.638699999),586560.3376000002,2163108.638699999,232.1520536459869,229.78400538103404,huc_07090006_domain,234.50126724240002,4.428744,238.9300112424,2.3680482649528756,554.107107618966,2.0606957350471244,-549.6783636189659,4.717261861365984,551.7390593540131,1,27,huc_07090006_domain
287,445,421607088501103,42.268632,-88.836489,782.447571,5,GW,763.947571,18.5,6,Hydroregion 7,POINT (586494.5782999992 2163072.521199999),586494.5782999992,2163072.5211999994,234.0982826284578,230.2072488438502,huc_07090006_domain,232.85121964080002,5.638800000000001,238.49001964080003,3.8910337846076004,552.2403221561499,1.7477662153924003,-546.6015221561499,2.643970796949816,548.3492883715422,1,27,huc_07090006_domain
288,446,421607088501104,42.268632,-88.836489,782.447571,5,GW,768.547571,13.9,6,Hydroregion 7,POINT (586494.5782999992 2163072.521199999),586494.5782999992,2163072.5211999994,234.0982826284578,230.2072488438502,huc_07090006_domain,234.2532996408,4.23672,238.49001964080003,3.8910337846076004,552.2403221561499,0.34568621539239963,-548.0036021561499,4.0460507969498,548.3492883715422,1,27,huc_07090006_domain
289,447,421607088501503,42.26891,-88.837601,783.038086,5,GW,766.928086,16.11,6,Hydroregion 7,POINT (586401.4398000017 2163096.637700001),586401.4398000017,2163096.637700001,236.47199970091663,231.00574465333102,huc_07090006_domain,233.75968061280003,4.910328,238.67000861280002,5.466255047585605,552.032341346669,-0.5559270475856053,-547.122013346669,2.753935959469004,546.5660862990834,1,27,huc_07090006_domain
290,448,421608088501201,42.269187,-88.836767,784.448853,5,GW,765.888853,18.56,6,Hydroregion 7,POINT (586467.1992000006 2163132.7544),586467.1992000006,2163132.7544,234.4475508447209,230.5686472425122,huc_07090006_domain,233.44292239440003,5.657088,239.10001039440002,3.8789036022086805,553.8802057574878,1.7781843977913194,-548.2231177574878,2.874275151887815,550.0013021552791,1,27,huc_07090006_domain
291,449,421608088501202,42.269187,-88.836767,784.448853,5,GW,764.648853,19.8,6,Hydroregion 7,POINT (586467.1992000006 2163132.7544),586467.1992000006,2163132.7544,234.4475508447209,230.5686472425122,huc_07090006_domain,233.06497039440004,6.03504,239.10001039440002,3.8789036022086805,553.8802057574878,2.15613639779132,-547.8451657574878,2.4963231518878217,550.0013021552791,1,27,huc_07090006_domain
292,450,421609088501202,42.269465,-88.837323,783.300537,5,GW,767.000537,16.3,6,Hydroregion 7,POINT (586419.4605999999 2163160.2996),586419.4605999999,2163160.2995999996,236.11592068197615,231.1117316155847,huc_07090006_domain,233.78176367760003,4.968240000000001,238.7500036776,5.004189066391461,552.1888053844152,-0.03594906639146078,-547.2205653844152,2.6700320620153377,547.1846163180238,1,27,huc_07090006_domain
293,451,421609088501301,42.269187,-88.837045,783.300537,5,GW,763.600537,19.7,6,Hydroregion 7,POINT (586444.4996000007 2163131.040100001),586444.4996000007,2163131.040100001,234.7611242221353,230.68942835618986,huc_07090006_domain,232.7454436776,6.00456,238.7500036776,4.071695865945429,552.6111086438101,1.9328641340545705,-546.6065486438101,2.0560153214101433,548.5394127778646,1,27,huc_07090006_domain
294,452,421610088501301,42.269465,-88.837045,783.497437,5,GW,752.797437,30.7,8,Hydroregion 7,POINT (586442.1601000018 2163162.013900001),586442.1601000018,2163162.0139000006,235.80234893059986,230.99095110408203,huc_07090006_domain,229.4526587976,9.35736,238.8100187976,4.811397826517833,552.506485895918,4.545962173482167,-543.149125895918,-1.5382923064820204,547.6950880694001,1,27,huc_07090006_domain
295,454,421737088505301,42.293631,-88.848157,792.290039,1,GW,770.410039,21.88,7,Hydroregion 7,POINT (585330.9530000016 2165788.1984),585330.9530000016,2165788.1984,239.45819962910096,239.68797791473634,huc_07090006_domain,234.8209798872,6.669024,241.4900038872,-0.22977828563537628,552.6020610852636,6.898802285635377,-545.9330370852635,-4.86699802753634,552.831839370899,1,27,huc_07090006_domain
296,455,421742088511601,42.29502,-88.854546,803.051208,1,GW,770.271208,32.78,8,Hydroregion 7,POINT (584797.3707000017 2165903.727600001),584797.3707000017,2165903.727600001,243.60455546676718,239.34785819552567,huc_07090006_domain,234.7786641984,9.991344000000002,244.7700081984,4.2566972712415065,563.7033498044743,5.734646728758495,-553.7120058044743,-4.569193997125666,559.4466525332327,1,27,huc_07090006_domain
297,456,421742088511602,42.29502,-88.854546,803.051208,1,GW,773.086208,29.965,7,Hydroregion 7,POINT (584797.3707000017 2165903.727600001),584797.3707000017,2165903.727600001,243.60455546676718,239.34785819552567,huc_07090006_domain,235.63667619840004,9.133332000000001,244.7700081984,4.2566972712415065,563.7033498044743,4.876634728758495,-554.5700178044743,-3.7111819971256352,559.4466525332327,1,27,huc_07090006_domain
298,457,421744088505001,42.295576,-88.847324,785.006592,1,GW,776.306592,8.7,5,Hydroregion 7,POINT (585382.6757000014 2166010.1434),585382.6757000014,2166010.1434000004,240.2725663566074,240.3228488123234,huc_07090006_domain,236.6182492416,2.65176,239.2700092416,-0.050282455716001095,544.6837431876766,2.702042455716001,-542.0319831876766,-3.7045995707233885,544.7340256433926,1,27,huc_07090006_domain
299,458,421748088511701,42.296687,-88.854824,806.200806,1,GW,779.140806,27.06,7,Hydroregion 7,POINT (584760.6772000007 2166087.8574),584760.6772000007,2166087.8574,245.65575693318036,239.81165892651362,huc_07090006_domain,237.48211766880002,8.247888,245.7300056688,5.844098006666741,566.3891470734864,2.403789993333259,-558.1412590734864,-2.3295412577136005,560.5450490668196,1,27,huc_07090006_domain
300,467,422120088330901,42.355561,-88.552367,907.283508,3,GW,873.538508,33.745,8,Hydroregion 7,POINT (608948.7023999989 2174551.223999999),608948.7023999989,2174551.2239999995,274.1500018861484,268.7444572476068,huc_07090006_domain,266.2545372384,10.285476,276.54001323840004,5.405544638541585,638.5390507523932,4.879931361458414,-628.2535747523932,-2.4899200092067986,633.1335061138516,1,27,huc_07090006_domain
301,479,422704088385301,42.451111,-88.648056,895.210022,3,GW,887.948593,7.261429,5,Hydroregion 7,POINT (600314.8682999983 2184593.1349),600314.8682999983,2184593.1349,272.7142558384533,271.7752715439981,huc_07090006_domain,270.6467311464,2.2132835592,272.8600147056,0.9389842944552242,623.4347504560019,1.274299264744776,-621.2214668968019,-1.1285403975981012,622.4957661615467,1,27,huc_07090006_domain
302,112,05536275,41.568368,-87.607822,597.080078125,3,SW,574.525078,14.92,6,Hydroregion 7,POINT (693751.3066999987 2093272.7928),693751.3066999987,2093272.7928,183.62479636716276,180.99548128390146,huc_07120003_domain,175.1152437744,4.5476160000000005,181.9900078125,2.6293150832613037,416.0845968410986,1.9183009167386968,-411.53698084109857,-5.880237509501455,413.45528175783727,0,28,huc_07120003_domain
303,231,05536000,42.012222,-87.795833,601.93572998,3,SW,600.63573,3.43,4,Hydroregion 7,POINT (673970.0767999999 2141389.407500001),673970.0767999999,2141389.4075000007,187.8328021704703,184.11248757503233,huc_07120003_domain,183.073770504,1.0454640000000002,183.470010497904,3.7203145954379693,417.8232424049677,-2.6748505954379693,-416.7777784049677,-1.0387170710323232,414.1029278095297,0,28,huc_07120003_domain
304,234,05534500,42.152778,-87.818611,648.884521484,2,SW,646.919521,2.74,3,Hydroregion 7,POINT (670751.7437000014 2156891.215700001),670751.7437000014,2156891.2157000005,195.32464202466082,194.07152688877412,huc_07120003_domain,197.18107000080002,0.8351520000000001,197.7800021483232,1.253115135886702,454.81299459522586,-0.417963135886702,-453.97784259522587,3.1095431120259036,453.55987945933913,0,28,huc_07120003_domain
305,343,413910087335801,41.652693,-87.566395,584.055176,1,GW,577.968176,6.087,5,Hydroregion 7,POINT (696334.6411000006 2102972.1372),696334.6411000006,2102972.1371999998,178.11651982071513,178.26894111505112,huc_07120003_domain,176.16470004480001,1.8553176,178.0200176448,-0.15242129433599416,405.78623488494884,2.0077388943359944,-403.93091728494886,-2.1042410702511063,405.93865617928486,1,28,huc_07120003_domain
306,344,414009087364202,41.669201,-87.611713,589.53418,2,GW,586.29818,3.236,4,Hydroregion 7,POINT (692439.7454999983 2104481.0853),692439.7454999983,2104481.0853000004,178.66612269452125,181.75050703775906,huc_07120003_domain,178.703685264,0.9863328000000001,179.69001806400001,-3.084384343237815,407.7836729622409,4.0707171432378155,-406.7973401622409,-3.0468217737590635,410.8680573054787,1,28,huc_07120003_domain
307,345,414012087364301,41.670035,-87.611991,590.157532,2,GW,587.147532,3.01,4,Hydroregion 7,POINT (692408.6526000015 2104571.9507),692408.6526000015,2104571.9507,178.86091927067605,181.95327170173863,huc_07120003_domain,178.96256775359998,0.9174479999999999,179.8800157536,-3.0923524310625794,408.2042602982613,4.00980043106258,-407.28681229826134,-2.990703948138645,411.2966127293239,1,28,huc_07120003_domain
308,346,414013087364201,41.670312,-87.611713,589.665405,2,GW,587.007405,2.658,3,Hydroregion 7,POINT (692428.7829000019 2104604.938100001),692428.7829000019,2104604.938100001,178.83264976443496,181.91058297436314,huc_07120003_domain,178.919857044,0.8101584000000001,179.730015444,-3.077933209928176,407.7548220256368,3.888091609928176,-406.94466362563685,-2.9907259303631406,410.832755235565,1,28,huc_07120003_domain
309,347,414014087365302,41.67059,-87.614769,589.566956,2,GW,572.338956,17.228,6,Hydroregion 7,POINT (692174.4627999999 2104613.6383),692174.4627999999,2104613.6382999998,179.47238245757814,182.34647349741252,huc_07120003_domain,174.4489137888,5.2510944,179.7000081888,-2.874091039834383,407.2204825025875,8.125185439834382,-401.9693881025875,-7.897559708612505,410.09457354242187,1,28,huc_07120003_domain
310,348,414016087364201,41.671146,-87.611713,589.632568,2,GW,587.580568,2.052,3,Hydroregion 7,POINT (692420.5610999987 2104697.8276),692420.5610999987,2104697.8276000004,178.8900332865049,181.8275236347116,huc_07120003_domain,179.0945571264,0.6254496,179.72000672640002,-2.9374903482067225,407.8050443652884,3.5629399482067226,-407.17959476528836,-2.7329665083116197,410.7425347134951,1,28,huc_07120003_domain
311,349,414017087364601,41.671423,-87.612824,594.652283,2,GW,578.686283,15.966,6,Hydroregion 7,POINT (692326.3381999992 2104720.6943),692326.3381999992,2104720.6942999996,179.13504516376875,181.96904963108676,huc_07120003_domain,176.38357905840002,4.8664368,181.25001585840002,-2.8340044673180103,412.68323336891325,7.70044126731801,-407.8167965689133,-5.585470572686745,415.5172378362313,1,28,huc_07120003_domain
312,350,414018087364501,41.671701,-87.612547,595.210022,2,GW,592.435022,2.775,3,Hydroregion 7,POINT (692346.4684000015 2104753.681500001),692346.4684000015,2104753.681500001,179.0977013988494,181.89905976599482,huc_07120003_domain,180.5741947056,0.84582,181.4200147056,-2.8013583671454114,413.31096223400516,3.647178367145411,-412.46514223400516,-1.3248650603948136,416.1123206011506,1,28,huc_07120003_domain
313,351,414021087364102,41.672535,-87.611436,589.238892,2,GW,580.284892,8.954,5,Hydroregion 7,POINT (692429.7281000018 2104854.6675),692429.7281000018,2104854.6675000004,179.30239570957377,182.0613641421409,huc_07120003_domain,176.8708350816,2.7291792000000004,179.6000142816,-2.7589684325671158,407.1775278578591,5.488147632567117,-404.4483486578591,-5.190529060540882,409.9364962904262,1,28,huc_07120003_domain
314,352,414021087364301,41.672535,-87.611991,590.124695,2,GW,585.329695,4.795,4,Hydroregion 7,POINT (692383.9877000004 2104850.619100001),692383.9877000004,2104850.6191000007,179.2811396006739,182.07184508343104,huc_07120003_domain,178.40849103600002,1.461516,179.870007036,-2.790705482757147,408.0528499165689,4.252221482757147,-406.5913339165689,-3.663354047431028,410.8435553993261,1,28,huc_07120003_domain
315,353,414024087364801,41.673368,-87.61338,589.53418,2,GW,569.97218,19.562,6,Hydroregion 7,POINT (692261.4164000005 2104933.388599999),692261.4164000005,2104933.3885999992,179.75484088438031,182.73013612692412,huc_07120003_domain,173.727520464,5.962497600000001,179.69001806400001,-2.975295242543808,406.8040438730759,8.937792842543809,-400.8415462730759,-9.002615662924114,409.7793391156197,1,28,huc_07120003_domain
316,354,414029087364501,41.674757,-87.612547,599.803162,2,GW,596.055662,3.7475,4,Hydroregion 7,POINT (692316.3244999982 2105094.275699999),692316.3244999982,2105094.275699999,180.40914636003995,183.37136275116663,huc_07120003_domain,181.6777657776,1.142238,182.82000377760002,-2.962216391126674,416.4317992488334,4.104454391126674,-415.28956124883337,-1.6935969735666276,419.3940156399601,1,28,huc_07120003_domain
317,362,414238087401101,41.711206,-87.675964,664.206055,3,GW,659.004964,5.201091,5,Hydroregion 7,POINT (686738.3986000009 2108697.0439),686738.3986000009,2108697.0439,200.57873318366399,191.29651428243713,huc_07120003_domain,200.8647130272,1.5852925368000002,202.450005564,9.282218901226855,472.9095407175629,-7.696926364426855,-471.3242481807629,9.568198744762867,463.627321816336,1,28,huc_07120003_domain
318,363,415046087405401,41.846194,-87.681722,595.439636,3,GW,587.19181,8.247826,5,Hydroregion 7,POINT (684944.1796999983 2123701.600199999),684944.1796999983,2123701.6001999993,180.6455204027645,179.7560287188244,huc_07120003_domain,178.976063688,2.5139373648000003,181.49000105279998,0.8894916839400935,415.68360728117557,1.6244456808599068,-413.1696699163756,-0.7799650308243997,414.7941155972354,1,28,huc_07120003_domain
319,364,415109087385901,41.852444,-87.649722,588.353027,3,GW,582.115793,6.237234,5,Hydroregion 7,POINT (687510.9913000017 2124629.2437),687510.9913000017,2124629.2436999995,179.24280506591708,178.9160849235804,huc_07120003_domain,177.42889370640003,1.9011089232,179.33000262960002,0.3267201423366828,409.4369420764196,1.5743887808633172,-407.5358331532196,-1.4871912171803672,409.1102219340829,1,28,huc_07120003_domain
320,365,415109087395401,41.8525,-87.665111,589.566956,3,GW,583.625216,5.941739,5,Hydroregion 7,POINT (686246.6728999987 2124524.208000001),686246.6728999987,2124524.2080000006,179.44507003159714,179.4394556086565,huc_07120003_domain,177.88896583680003,1.8110420472000002,179.7000081888,0.00561442294065273,410.1275003913435,1.8054276242593474,-408.31645834414354,-1.550489771856462,410.12188596840286,1,28,huc_07120003_domain
321,366,415109087395402,41.8525,-87.665111,589.566956,3,GW,583.399706,6.16725,5,Hydroregion 7,POINT (686246.6728999987 2124524.208000001),686246.6728999987,2124524.2080000006,179.44507003159714,179.4394556086565,huc_07120003_domain,177.8202303888,1.8797778,179.7000081888,0.00561442294065273,410.1275003913435,1.8741633770593473,-408.2477225913435,-1.6192252198564745,410.12188596840286,1,28,huc_07120003_domain
322,108,05540500,41.522253,-88.192562,572.473754883,4,SW,571.523755,5.19,5,Hydroregion 7,POINT (645947.6521000005 2084008.138499999),645947.6521000005,2084008.1384999994,172.73444866177311,172.120034389549,huc_07120004_domain,174.20044052400002,1.5819120000000002,174.4900004883384,0.6144142722241099,400.35372049345096,0.9674977277758903,-398.771808493451,2.0804061344510103,399.73930622122685,0,29,huc_07120004_domain
323,109,05539000,41.515031,-88.073391,523.884521484,3,SW,522.814521,2.43,3,Hydroregion 7,POINT (655852.3222999983 2084018.956700001),655852.3222999983,2084018.956700001,162.13711601092518,161.0203223367359,huc_07120004_domain,159.35386600080002,0.7406640000000001,159.68000214832318,1.1167936741892959,362.86419914726406,-0.37612967418929577,-362.1235351472641,-1.6664563359358624,361.74740547307476,0,29,huc_07120004_domain
324,118,05532000,41.881698,-87.869228,624.573547363,1,SW,624.163547,4.9,4,Hydroregion 7,POINT (669198.0042000003 2126325.934599999),669198.0042000003,2126325.9345999993,191.4932352646422,190.92937908472666,huc_07120004_domain,190.24504912560002,1.4935200000000002,190.3700172362424,0.5638561799155468,433.64416827827336,0.9296638200844534,-432.15064827827337,-0.684329959126643,433.0803120983578,0,29,huc_07120004_domain
325,119,05539900,41.910862,-88.178961,724.17980957,3,SW,723.44981,1.67,2,Hydroregion 7,POINT (643495.066300001 2127437.689099999),643495.066300001,2127437.689099999,224.13551850818055,220.94218650135934,huc_07120004_domain,220.507502088,0.509016,220.730005956936,3.1933320068212083,503.23762306864063,-2.6843160068212084,-502.72860706864066,-0.43468441335934926,500.0442910618194,0,29,huc_07120004_domain
326,166,05527800,42.489187,-87.926466,670.538085938,4,SW,667.968086,7.89,5,Hydroregion 7,POINT (658732.2866000012 2193617.617699999),658732.2866000012,2193617.6176999994,204.07062885354583,204.08198153388466,huc_07120004_domain,203.5966726128,2.404872,204.3800085939024,-0.011352680338831078,466.4561044041153,2.416224680338831,-464.0512324041153,-0.48530892108465196,466.46745708445417,0,29,huc_07120004_domain
327,211,05534050,41.596389,-88.068611,559.940979004,5,SW,558.880979,5.57,5,Hydroregion 7,POINT (655492.9528999999 2093122.520099999),655492.9528999999,2093122.5200999994,171.7928714739271,171.55583963790596,huc_07120004_domain,170.34692239920003,1.6977360000000001,170.67001040041922,0.23703183602114564,388.3851393660941,1.4607041639788545,-386.6874033660941,-1.2089172387059364,388.14810753007293,0,29,huc_07120004_domain
328,212,05536995,41.640833,-88.059444,585.859619141,4,SW,585.019619,4.89,4,Hydroregion 7,POINT (655833.6708999984 2098142.1927),655833.6708999984,2098142.1927000005,177.44130915469805,177.17744440962042,huc_07120004_domain,178.31397987120002,1.490472,178.57001191417683,0.26386474507762614,408.68217473137963,1.2266072549223739,-407.1917027313796,1.136535461579598,408.418309986302,0,29,huc_07120004_domain
329,214,05540290,41.69,-88.166389,622.900268555,4,SW,620.600269,7.7,5,Hydroregion 7,POINT (646567.9547000006 2102892.3892),646567.9547000006,2102892.3892,191.17615454566584,189.20763720776176,huc_07120004_domain,189.15896199120002,2.34696,189.860001855564,1.9685173379040748,433.69263134723826,0.37844266209592536,-431.34567134723824,-0.04867521656174745,431.7241140093342,0,29,huc_07120004_domain
330,216,05540275,41.725833,-88.163611,652.91998291,2,SW,651.649983,8.31,5,Hydroregion 7,POINT (646466.4415000007 2106907.385),646466.4415000007,2106907.385,196.22576760375537,196.23836986912448,huc_07120004_domain,198.6229148184,2.5328880000000003,199.010010790968,-0.01260226536911091,456.68161304087556,2.545490265369111,-454.14872504087555,2.384544949275522,456.6942153062447,0,29,huc_07120004_domain
331,217,05540095,41.8175,-88.171389,686.05645752,3,SW,685.876458,1.69,2,Hydroregion 7,POINT (644982.2945999987 2117076.431700001),644982.2945999987,2117076.4317000005,214.05719624978923,210.555134655219,huc_07120004_domain,209.0551443984,0.515112,209.110008252096,3.502061594570222,475.50132286478095,-2.9869495945702216,-474.98621086478096,-1.499990256819018,471.99926127021075,0,29,huc_07120004_domain
332,218,05531500,41.825833,-87.900278,629.133911133,4,SW,626.208911,6.34,5,Hydroregion 7,POINT (667185.9776000008 2119877.2184),667185.9776000008,2119877.2183999997,193.7958933473246,193.1768630465321,huc_07120004_domain,190.86847607279998,1.9324320000000001,191.7600161133384,0.6190303007925024,435.95704808646786,1.3134016992074977,-434.02461608646786,-2.3083869737321265,435.33801778567533,0,29,huc_07120004_domain
333,219,05532500,41.821667,-87.821944,604.822875977,5,SW,602.762876,9.58,5,Hydroregion 7,POINT (673662.6180999987 2119965.352399999),673662.6180999987,2119965.3523999993,184.4950436415881,184.27188529741684,huc_07120004_domain,183.7221246048,2.9199840000000004,184.3500125977896,0.22315834417125302,420.55099067958315,2.6968256558287473,-417.63100667958315,-0.549760692616843,420.32783233541187,0,29,huc_07120004_domain
334,232,05529000,42.081667,-87.890556,625.721801758,4,SW,625.251802,1.33,2,Hydroregion 7,POINT (665545.6356999986 2148461.043099999),665545.6356999986,2148461.0430999994,191.53188685302229,190.75721440342681,huc_07120004_domain,190.5767492496,0.405384,190.7200051758384,0.7746724495954709,434.96458735457315,-0.36928844959547086,-434.5592033545731,-0.18046515382681605,434.1899149049777,0,29,huc_07120004_domain
335,235,05528000,42.343889,-87.941111,658.464599609,4,SW,655.4246,10.62,6,Hydroregion 7,POINT (658922.678199999 2177327.941400001),658922.678199999,2177327.941400001,200.2822139263899,200.29341897402637,huc_07120004_domain,199.77341808000003,3.236976,200.7000099608232,-0.011205047636480003,458.17118063497355,3.24818104763648,-454.9342046349735,-0.5200008940263388,458.18238568261006,0,29,huc_07120004_domain
336,238,05527910,42.444167,-88.000556,722.145690918,3,SW,719.515691,4.62,4,Hydroregion 7,POINT (653131.1787 2188089.411499999),653131.1787,2188089.4114999995,223.81378677340643,219.7226944161091,huc_07120004_domain,219.3083826168,1.408176,220.1100065918064,4.0910923572973275,502.4229965018909,-2.6829163572973274,-501.0148205018909,-0.4143117993091039,498.3319041445936,0,29,huc_07120004_domain
337,239,05527905,42.448056,-88.024722,759.383239746,1,SW,755.66824,6.08,5,Hydroregion 7,POINT (651126.2384000011 2188356.819599999),651126.2384000011,2188356.819599999,229.7256593980378,227.7617999984316,huc_07120004_domain,230.327679552,1.8531840000000002,231.4600114745808,1.963859399606207,531.6214397475684,-0.11067539960620687,-529.7682557475683,2.565879553568408,529.6575803479622,0,29,huc_07120004_domain
338,240,05527900,42.465833,-88.009167,742.650939941,2,SW,738.50594,6.83,5,Hydroregion 7,POINT (652226.3269000016 2190444.0054),652226.3269000016,2190444.0054,223.94843057066322,223.73117408922246,huc_07120004_domain,225.096610512,2.0817840000000003,226.36000649401683,0.2172564814407565,518.9197658517776,1.8645275185592438,-516.8379818517776,1.3654364227775488,518.7025093703369,0,29,huc_07120004_domain
339,340,413400088061001,41.566611,-88.102833,628.084045,5,GW,583.499045,44.585,8,Hydroregion 7,POINT (652947.7833000012 2089565.932399999),652947.7833000012,2089565.9323999994,184.29344868912506,180.22821348222888,huc_07120004_domain,177.85050891600002,13.589508,191.440016916,4.065235206896176,447.8558315177711,9.524272793103824,-434.26632351777107,-2.377704566228857,443.7905963108749,1,29,huc_07120004_domain
340,341,413422088051101,41.572694,-88.086556,592.683777,1,GW,578.023777,14.66,6,Hydroregion 7,POINT (654233.9153000005 2090356.3464),654233.9153000005,2090356.3464000002,173.5635332946437,173.10469751555038,huc_07120004_domain,176.1816472296,4.468368,180.6500152296,0.458835779093306,419.5790794844496,4.009532220906694,-415.1107114844496,3.0769497140496185,419.1202437053563,1,29,huc_07120004_domain
