,Kf,Kc,Kb,vani,hydro,topo,sse,p5,p10,p20,Best,diff_error,sum_error
89,1.4677992676220695,3.1622776601683795,3.1622776601683795,316.22776601683796,0.002472187886279357,0.23174954979914117,55.618043048978365,0.12979571499750872,0.05717488789237668,0.006352765321375187,0.0,0.2292773619128618,0.23422173768542054
90,1.4677992676220695,3.1622776601683795,6.812920690579611,31.622776601683793,0.00865265760197775,0.03366117190746641,104.22165777009445,0.009591429995017439,0.0018684603886397607,0.0,0.0,0.02500851430548866,0.042313829509444165
91,1.4677992676220695,3.1622776601683795,6.812920690579611,316.22776601683796,0.002472187886279357,0.1417093780301981,62.78796196869464,0.05754857997010463,0.0114598903836572,0.000996512207274539,0.0,0.13923719014391872,0.14418156591647746
92,1.4677992676220695,3.1622776601683795,14.67799267622069,31.622776601683793,0.011124845488257108,0.007341737082698435,143.6190649410587,0.0004982561036372695,0.0,0.0,low_sum,0.003783108405558673,0.018466582570955542
93,1.4677992676220695,3.1622776601683795,14.67799267622069,316.22776601683796,0.002472187886279357,0.07452555755644825,82.02236417740302,0.02105132037867464,0.001993024414549078,0.0,0.0,0.0720533696701689,0.07699774544272761
94,1.4677992676220695,3.1622776601683795,31.622776601683793,31.622776601683793,0.06674907292954264,0.0036016068707577227,198.41573988660681,0.0,0.0,0.0,0.0,0.06314746605878492,0.07035067980030037
95,1.4677992676220695,3.1622776601683795,31.622776601683793,316.22776601683796,0.002472187886279357,0.06108879346169829,112.12535919544143,0.017812655705032387,0.000622820129546587,0.0,0.0,0.05861660557541894,0.06356098134797765
96,0.31622776601683794,6.812920690579611,3.1622776601683795,31.622776601683793,0.019777503090234856,0.07729602438010805,89.72945854812811,0.03774289985052317,0.010089686098654708,0.0018684603886397607,0.0,0.05751852128987319,0.0970735274703429
97,0.31622776601683794,6.812920690579611,3.1622776601683795,316.22776601683796,0.003708281829419036,0.2090317218451309,63.85297904288844,0.10986547085201794,0.04272546088689586,0.003487792725460887,0.0,0.20532344001571187,0.21274000367454995
98,0.31622776601683794,6.812920690579611,6.812920690579611,31.622776601683793,0.023485784919653894,0.01454495082421388,115.68050855630571,0.003487792725460887,0.001245640259093174,0.0,0.0,0.008940834095440013,0.038030735743867776
99,0.31622776601683794,6.812920690579611,6.812920690579611,316.22776601683796,0.006180469715698393,0.11068014960520847,72.81661373237323,0.04035874439461883,0.008345789735924265,0.0003736920777279522,0.0,0.10449967988951007,0.11686061932090687
100,0.31622776601683794,6.812920690579611,14.67799267622069,31.622776601683793,0.03955500618046971,0.002908990164842776,154.31300474487045,0.0004982561036372695,0.0,0.0,0.0,0.036646016015626934,0.04246399634531249
101,0.31622776601683794,6.812920690579611,14.67799267622069,316.22776601683796,0.006180469715698393,0.06552154037955396,93.29596412193997,0.017563527653213753,0.0018684603886397607,0.0,0.0,0.05934107066385557,0.07170201009525236
102,0.31622776601683794,6.812920690579611,31.622776601683793,31.622776601683793,0.11495673671199011,0.001662280094195872,213.34095441073833,0.0,0.0,0.0,0.0,0.11329445661779423,0.11661901680618598
103,0.31622776601683794,6.812920690579611,31.622776601683793,316.22776601683796,0.012360939431396786,0.054439673084914805,123.39767780964276,0.011584454409566517,0.0016193323368211261,0.0,0.0,0.04207873365351802,0.06680061251631159
104,0.6812920690579612,6.812920690579611,3.1622776601683795,31.622776601683793,0.019777503090234856,0.05984208339105139,95.15122087636395,0.026781265570503237,0.005605381165919282,0.001245640259093174,0.0,0.040064580300816534,0.07961958648128625
105,0.6812920690579612,6.812920690579611,3.1622776601683795,316.22776601683796,0.003708281829419036,0.12702590386480123,70.50849433116747,0.05767314399601395,0.01619332336821126,0.0018684603886397607,0.0,0.12331762203538219,0.13073418569422027
106,0.6812920690579612,6.812920690579611,6.812920690579611,31.622776601683793,0.023485784919653894,0.011913007341737083,121.35201737043528,0.0028649725959143,0.001245640259093174,0.0,0.0,0.011572777577916811,0.03539879226139098
107,0.6812920690579612,6.812920690579611,6.812920690579611,316.22776601683796,0.006180469715698393,0.05527081313201274,83.37507795102319,0.014449427005480818,0.0023667164922770304,0.00012456402590931738,0.0,0.04909034341631435,0.06145128284771113
108,0.6812920690579612,6.812920690579611,14.67799267622069,31.622776601683793,0.0407911001236094,0.0015237567530128828,159.97709746781075,0.0003736920777279522,0.0,0.0,0.0,0.039267343370596515,0.04231485687662228
109,0.6812920690579612,6.812920690579611,14.67799267622069,316.22776601683796,0.006180469715698393,0.02493420141293808,107.01333908448605,0.003861484803188839,0.0003736920777279522,0.0,0.0,0.018753731697239685,0.031114671128636473
110,0.6812920690579612,6.812920690579611,31.622776601683793,31.622776601683793,0.13102595797280595,0.0002770466823659787,218.69415148504464,0.0,0.0,0.0,0.0,0.13074891129043997,0.13130300465517192
111,0.6812920690579612,6.812920690579611,31.622776601683793,316.22776601683796,0.013597033374536464,0.022163734589278294,140.7788262862437,0.0018684603886397607,0.0,0.0,0.0,0.00856670121474183,0.035760767963814756
112,1.4677992676220695,6.812920690579611,3.1622776601683795,31.622776601683793,0.018541409147095178,0.04294223576672669,101.57440625844065,0.01619332336821126,0.0036123567513702045,0.000622820129546587,0.0,0.024400826619631513,0.06148364491382187
113,1.4677992676220695,6.812920690579611,3.1622776601683795,316.22776601683796,0.004944375772558714,0.0806205845684998,79.16863246908225,0.03263577478824116,0.005979073243647235,0.001245640259093174,0.0,0.07567620879594109,0.08556496034105851
